ControlSection,ControlSectionSeq,BeginLogMile,EndLogMile,SegmentLength,AADT,aadt_class,HighwayClassDescription,HighwayClassCode,HwyClassGroups,RouteNames,Cities,Parishes,DOTDDistricts,MapYear,TotalCrashes
052-05,052-05_010,0.776,0.928,0.152,4054,low,RURAL 2-LANE DIVIDED,26,26,"[""LA 1""]","[""Simmesport""]","[""AVOYELLES""]","[""08""]",2022,1
052-05,052-05_010,0.928,1.143,0.215,5688,med,RURAL 2-LANE DIVIDED,26,26,"[""LA 1""]","[""Simmesport""]","[""AVOYELLES""]","[""08""]",2022,1
052-05,052-05_010,1.143,1.832,0.689,5688,med,RURAL 2-LANE CONT TURN,36,36,"[""LA 1""]","[""Simmesport""]","[""AVOYELLES""]","[""08""]",2022,6
052-05,052-05_010,1.832,2.819,0.987,5688,med,RURAL 2-LANE,19,19,"[""LA 1""]","[""Simmesport"",""Rural Avoyelles""]","[""AVOYELLES""]","[""08""]",2022,1
052-05,052-05_010,2.819,9.804,6.986,4636,low,RURAL 2-LANE,19,19,"[""LA 1""]","[""Rural Avoyelles""]","[""AVOYELLES""]","[""08""]",2022,23
052-05,052-05_010,9.804,14.964,5.159,3984,low,RURAL 2-LANE,19,19,"[""LA 114""]","[""Rural Avoyelles"",""Moreauville""]","[""AVOYELLES""]","[""08""]",2022,40
052-06,052-06_010,0,2.158,2.158,3984,low,RURAL 2-LANE,19,19,"[""LA 114""]","[""Rural Avoyelles""]","[""AVOYELLES""]","[""08""]",2022,12
052-06,052-06_010,2.158,3.146,0.989,3984,low,URBAN 2-LANE,20,20,"[""LA 114""]","[""Rural Avoyelles"",""Mansura""]","[""AVOYELLES""]","[""08""]",2022,5
052-06,052-06_010,3.146,4.249,1.103,6887,low,URBAN 2-LANE,20,20,"[""LA 107""]","[""Mansura""]","[""AVOYELLES""]","[""08""]",2022,23
052-07,052-07_010,0,0.041,0.04,10795,low,URBAN 4-LANE,22,22,"[""LA 1""]","[""Rural Avoyelles"",""Marksville""]","[""AVOYELLES""]","[""08""]",2022,1
052-07,052-07_010,0.041,0.095,0.054,7593,low,URBAN 4-LANE,22,22,"[""LA 1""]","[""Marksville"",""Rural Avoyelles""]","[""AVOYELLES""]","[""08""]",2022,0
052-07,052-07_010,0.095,0.482,0.387,7593,low,URBAN 2-LANE,20,20,"[""LA 1""]","[""Rural Avoyelles"",""Marksville""]","[""AVOYELLES""]","[""08""]",2022,3
052-07,052-07_010,0.482,2.583,2.101,7593,med,RURAL 2-LANE,19,19,"[""LA 1""]","[""Rural Avoyelles""]","[""AVOYELLES""]","[""08""]",2022,37
052-07,052-07_010,2.583,9.349,6.764,6559,med,RURAL 2-LANE,19,19,"[""LA 1""]","[""Rural Avoyelles""]","[""AVOYELLES""]","[""08""]",2022,87
052-07,052-07_010,9.349,10.368,1.019,7855,med,RURAL 2-LANE,19,19,"[""LA 1""]","[""Rural Avoyelles""]","[""AVOYELLES""]","[""08""]",2022,20
052-08,052-08_010,0,7.478,7.478,7855,med,RURAL 2-LANE,19,19,"[""LA 1""]","[""Rural Rapides""]","[""RAPIDES""]","[""08""]",2022,59
052-08,052-08_010,7.478,13.682,6.205,2460,low,RURAL 2-LANE,19,19,"[""LA 1""]","[""Rural Rapides""]","[""RAPIDES""]","[""08""]",2022,34
052-08,052-08_010,13.682,15.552,1.87,2733,low,RURAL 2-LANE,19,19,"[""LA 1""]","[""Rural Rapides""]","[""RAPIDES""]","[""08""]",2022,11
052-08,052-08_010,15.552,16.479,0.927,2733,low,URBAN 2-LANE,20,20,"[""LA 1""]","[""Alexandria"",""Rural Rapides""]","[""RAPIDES""]","[""08""]",2022,8
052-08,052-08_010,16.479,16.63,0.151,9069,low,URBAN 2-LANE,20,20,"[""LA 1""]","[""Alexandria""]","[""RAPIDES""]","[""08""]",2022,2
052-08,052-08_010,16.63,17.559,0.929,9069,low,URBAN 4-LANE,22,22,"[""LA 1""]","[""Alexandria""]","[""RAPIDES""]","[""08""]",2022,22
052-08,052-08_010,17.559,17.798,0.239,8292,low,URBAN 4-LANE,22,22,"[""LA 1""]","[""Alexandria""]","[""RAPIDES""]","[""08""]",2022,10
052-08,052-08_010,17.798,18.546,0.748,8292,low,URBAN 4-LANE DIVIDED,24,24,"[""LA 1""]","[""Alexandria""]","[""RAPIDES""]","[""08""]",2022,14
052-08,052-08_010,18.546,19.18,0.634,9069,low,URBAN 4-LANE DIVIDED,24,24,"[""LA 1""]","[""Alexandria""]","[""RAPIDES""]","[""08""]",2022,9
052-08,052-08_010,19.18,19.21,0.03,13414,low,URBAN 4-LANE DIVIDED,24,24,"[""LA 1""]","[""Alexandria""]","[""RAPIDES""]","[""08""]",2022,1
052-30,052-30_010,0,4.796,4.797,4686,low,RURAL 2-LANE,19,19,"[""LA 1""]","[""Rural Avoyelles"",""Moreauville""]","[""AVOYELLES""]","[""08""]",2022,260
052-30,052-30_010,4.796,5.012,0.216,4686,low,URBAN 2-LANE,20,20,"[""LA 1""]","[""Rural Avoyelles""]","[""AVOYELLES""]","[""08""]",2022,4
052-30,052-30_010,5.012,7.113,2.101,6294,low,URBAN 2-LANE,20,20,"[""LA 1""]","[""Mansura"",""Rural Avoyelles""]","[""AVOYELLES""]","[""08""]",2022,17
052-30,052-30_010,7.113,9.506,2.393,13352,med,URBAN 2-LANE,20,20,"[""LA 1""]","[""Marksville"",""Mansura"",""Rural Avoyelles""]","[""AVOYELLES""]","[""08""]",2022,40
052-30,052-30_010,9.506,10.338,0.832,18571,med,URBAN 2-LANE,20,20,"[""LA 1""]","[""Marksville"",""Rural Avoyelles""]","[""AVOYELLES""]","[""08""]",2022,31
052-30,052-30_010,10.338,10.439,0.1,13674,med,URBAN 2-LANE,20,20,"[""LA 1""]","[""Marksville""]","[""AVOYELLES""]","[""08""]",2022,1
052-30,052-30_010,10.439,11.006,0.568,13674,low,URBAN 4-LANE,22,22,"[""LA 1""]","[""Marksville""]","[""AVOYELLES""]","[""08""]",2022,12
052-30,052-30_010,11.006,12,0.994,10795,low,URBAN 4-LANE,22,22,"[""LA 1""]","[""Marksville""]","[""AVOYELLES""]","[""08""]",2022,9
053-01,053-01_010,0,0.035,0.035,6059,low,URBAN 2-LANE,20,20,"[""US 165 BUS""]","[""Alexandria""]","[""RAPIDES""]","[""08""]",2022,0
053-01,053-01_010,0.035,1.057,1.022,7754,low,URBAN 2-LANE,20,20,"[""LA 1"",""US 165 BUS""]","[""Alexandria""]","[""RAPIDES""]","[""08""]",2022,33
053-01,053-01_010,1.057,1.146,0.089,7754,low,URBAN 4-LANE,22,22,"[""LA 1""]","[""Alexandria""]","[""RAPIDES""]","[""08""]",2022,0
053-01,053-01_010,1.146,1.532,0.386,7754,low,URBAN 4-LANE CONT TURN,39,39,"[""LA 1""]","[""Alexandria""]","[""RAPIDES""]","[""08""]",2022,7
053-01,053-01_010,1.532,2.738,1.205,8893,low,URBAN 4-LANE DIVIDED,24,24,"[""LA 1""]","[""Alexandria""]","[""RAPIDES""]","[""08""]",2022,31
053-01,053-01_010,2.738,5.195,2.457,5208,low,URBAN 4-LANE DIVIDED,24,24,"[""LA 1""]","[""Alexandria""]","[""RAPIDES""]","[""08""]",2022,13
053-01,053-01_010,5.195,5.296,0.101,2990,low,URBAN 4-LANE DIVIDED,24,24,"[""LA 1""]","[""Alexandria""]","[""RAPIDES""]","[""08""]",2022,1
053-01,053-01_010,5.296,5.478,0.183,2990,low,URBAN 2-LANE DIVIDED,27,27,"[""LA 1""]","[""Alexandria""]","[""RAPIDES""]","[""08""]",2022,1
053-01,053-01_010,5.478,9.335,3.857,2990,low,URBAN 2-LANE,20,20,"[""LA 1""]","[""Alexandria"",""Rural Rapides""]","[""RAPIDES""]","[""08""]",2022,21
053-01,053-01_010,9.335,9.356,0.021,3012,low,URBAN 2-LANE,20,20,"[""LA 1""]","[""Rural Rapides""]","[""RAPIDES""]","[""08""]",2023,0
053-01,053-01_010,9.356,13.653,4.297,3036,low,RURAL 2-LANE,19,19,"[""LA 1""]","[""Rural Rapides""]","[""RAPIDES""]","[""08""]",2022,5
053-01,053-01_010,13.653,13.816,0.163,3061,low,RURAL 2-LANE DIVIDED,26,26,"[""LA 1""]","[""Rural Rapides""]","[""RAPIDES""]","[""08""]",2022,0
053-01,053-01_010,13.816,14.288,0.472,3061,low,RURAL 4-LANE DIVIDED,23,23,"[""LA 1""]","[""Rural Rapides""]","[""RAPIDES""]","[""08""]",2022,1
053-01,053-01_010,14.288,14.425,0.136,3061,low,RURAL 4-LANE,21,"21,32,34","[""LA 1""]","[""Boyce"",""Rural Rapides""]","[""RAPIDES""]","[""08""]",2022,0
053-01,053-01_010,14.425,14.728,0.303,3672,low,RURAL 4-LANE,21,"21,32,34","[""LA 1""]","[""Boyce""]","[""RAPIDES""]","[""08""]",2022,1
053-02,053-02_010,0,0.294,0.294,3672,low,RURAL 4-LANE,21,"21,32,34","[""LA 1""]","[""Boyce"",""Rural Rapides""]","[""RAPIDES""]","[""08""]",2022,0
053-02,053-02_010,0.294,0.332,0.038,1791,low,RURAL 4-LANE,21,"21,32,34","[""LA 1""]","[""Rural Rapides""]","[""RAPIDES""]","[""08""]",2022,0
053-02,053-02_010,0.332,1.278,0.946,1791,low,RURAL 2-LANE,19,19,"[""LA 1""]","[""Rural Rapides""]","[""RAPIDES""]","[""08""]",2022,2
053-02,053-02_010,1.278,3.195,1.917,2597,low,RURAL 2-LANE,19,19,"[""LA 1""]","[""Rural Rapides""]","[""RAPIDES""]","[""08""]",2022,5
053-02,053-02_010,3.195,8.763,5.568,748,low,RURAL 2-LANE,19,19,"[""LA 1""]","[""Rural Rapides""]","[""RAPIDES""]","[""08""]",2022,6
053-03,053-03_010,0,4.999,4.999,748,low,RURAL 2-LANE,19,19,"[""LA 1""]","[""Rural Natchitoches""]","[""NATCHITOCHES""]","[""08""]",2022,6
053-03,053-03_010,4.999,15.506,10.507,996,low,RURAL 2-LANE,19,19,"[""LA 1""]","[""Rural Natchitoches""]","[""NATCHITOCHES""]","[""08""]",2022,12
053-03,053-03_010,15.506,15.538,0.031,996,low,RURAL 2-LANE,19,19,"[""LA 1""]","[""Rural Natchitoches""]","[""NATCHITOCHES""]","[""08""]",2023,0
053-04,053-04_010,0,0.147,0.147,996,low,RURAL 2-LANE,19,19,"[""LA 1""]","[""Rural Natchitoches""]","[""NATCHITOCHES""]","[""08""]",2022,0
053-04,053-04_010,0.147,3.414,3.267,1418,low,RURAL 2-LANE,19,19,"[""LA 1""]","[""Rural Natchitoches""]","[""NATCHITOCHES""]","[""08""]",2022,11
053-04,053-04_010,3.414,10.452,7.038,2835,low,RURAL 2-LANE,19,19,"[""LA 1""]","[""Rural Natchitoches"",""Natchez""]","[""NATCHITOCHES""]","[""08""]",2022,22
053-04,053-04_010,10.452,10.772,0.32,5009,med,RURAL 2-LANE,19,19,"[""LA 1""]","[""Rural Natchitoches""]","[""NATCHITOCHES""]","[""08""]",2022,2
053-04,053-04_010,10.772,11.133,0.36,5009,low,URBAN 2-LANE DIVIDED,27,27,"[""LA 1""]","[""Rural Natchitoches""]","[""NATCHITOCHES""]","[""08""]",2022,5
053-04,053-04_010,11.133,11.811,0.678,5009,low,URBAN 4-LANE DIVIDED,24,24,"[""LA 1""]","[""Rural Natchitoches""]","[""NATCHITOCHES""]","[""08""]",2022,6
053-04,053-04_010,11.811,12.193,0.383,11003,low,URBAN 4-LANE DIVIDED,24,24,"[""LA 1 BUS""]","[""Rural Natchitoches"",""Natchitoches""]","[""NATCHITOCHES""]","[""08""]",2022,4
053-04,053-04_010,12.193,12.283,0.09,11003,med,URBAN 2-LANE DIVIDED,27,27,"[""LA 1 BUS""]","[""Natchitoches"",""Rural Natchitoches""]","[""NATCHITOCHES""]","[""08""]",2022,8
053-04,053-04_010,12.283,13.959,1.677,11003,med,URBAN 2-LANE,20,20,"[""LA 1 BUS""]","[""Natchitoches""]","[""NATCHITOCHES""]","[""08""]",2022,201
053-04,053-04_010,13.959,14.116,0.156,17260,med,URBAN 4-LANE,22,22,"[""LA 1 BUS""]","[""Natchitoches""]","[""NATCHITOCHES""]","[""08""]",2022,98
053-04,053-04_010,14.116,14.584,0.468,7892,low,URBAN 2-LANE,20,20,"[""LA 1 BUS""]","[""Natchitoches""]","[""NATCHITOCHES""]","[""08""]",2022,39
053-04,053-04_010,14.584,14.685,0.102,6362,low,URBAN 2-LANE,20,20,"[""LA 1 BUS""]","[""Natchitoches""]","[""NATCHITOCHES""]","[""08""]",2022,28
053-05,053-05_010,0,0.597,0.597,6362,low,URBAN 2-LANE,20,20,"[""LA 1 BUS""]","[""Natchitoches""]","[""NATCHITOCHES""]","[""08""]",2022,19
053-05,053-05_010,0.597,1.889,1.292,5774,low,URBAN 2-LANE,20,20,"[""LA 1 BUS""]","[""Natchitoches""]","[""NATCHITOCHES""]","[""08""]",2022,55
053-05,053-05_010,1.889,2.925,1.036,4763,low,URBAN 2-LANE,20,20,"[""LA 3191""]","[""Rural Natchitoches"",""Natchitoches""]","[""NATCHITOCHES""]","[""08""]",2022,17
053-05,053-05_010,2.925,3.969,1.044,3455,low,URBAN 2-LANE,20,20,"[""LA 3191""]","[""Rural Natchitoches"",""Natchitoches""]","[""NATCHITOCHES""]","[""08""]",2022,14
053-05,053-05_010,3.969,5.175,1.206,1098,low,RURAL 2-LANE,19,19,"[""LA 3191""]","[""Rural Natchitoches""]","[""NATCHITOCHES""]","[""08""]",2022,11
053-05,053-05_010,5.175,11.2,6.026,1988,low,RURAL 2-LANE,19,19,"[""LA 1""]","[""Powhatan"",""Rural Natchitoches""]","[""NATCHITOCHES""]","[""08""]",2022,9
053-05,053-05_010,11.2,11.953,0.752,1531,low,RURAL 2-LANE,19,19,"[""LA 1""]","[""Powhatan""]","[""NATCHITOCHES""]","[""08""]",2022,1
053-05,053-05_010,11.953,16.094,4.142,1330,low,RURAL 2-LANE,19,19,"[""LA 1""]","[""Powhatan"",""Rural Natchitoches""]","[""NATCHITOCHES""]","[""08""]",2022,6
053-06,053-06_010,0,0.968,0.968,1330,low,RURAL 2-LANE,19,19,"[""LA 1""]","[""Rural Red River""]","[""RED RIVER""]","[""04""]",2022,1
053-06,053-06_010,0.968,8.132,7.165,1696,low,RURAL 2-LANE,19,19,"[""LA 1""]","[""Rural Red River""]","[""RED RIVER""]","[""04""]",2022,19
053-06,053-06_010,8.132,10.271,2.139,2535,low,RURAL 2-LANE,19,19,"[""LA 1""]","[""Rural Red River""]","[""RED RIVER""]","[""04""]",2022,7
053-07,053-07_010,0,8.045,8.046,4134,low,RURAL 2-LANE,19,19,"[""US 84""]","[""Rural Red River""]","[""RED RIVER""]","[""04""]",2022,57
053-07,053-07_010,8.045,11.536,3.491,2860,low,RURAL 2-LANE,19,19,"[""LA 1""]","[""Rural Red River""]","[""RED RIVER""]","[""04""]",2022,17
053-07,053-07_010,11.536,18.856,7.319,1924,low,RURAL 2-LANE,19,19,"[""LA 1""]","[""Rural Red River""]","[""RED RIVER""]","[""04""]",2022,23
053-08,053-08_010,0,9.946,9.945,1896,low,RURAL 2-LANE,19,19,"[""LA 1""]","[""Rural Caddo""]","[""CADDO""]","[""04""]",2022,28
053-08,053-08_010,9.946,10.181,0.235,3664,low,RURAL 2-LANE DIVIDED,26,26,"[""LA 1""]","[""Rural Caddo""]","[""CADDO""]","[""04""]",2022,1
053-08,053-08_010,10.181,10.284,0.103,3664,low,RURAL 4-LANE DIVIDED,23,23,"[""LA 1""]","[""Rural Caddo""]","[""CADDO""]","[""04""]",2022,0
053-08,053-08_010,10.284,12.527,2.243,3664,low,URBAN 4-LANE DIVIDED,24,24,"[""LA 1""]","[""Rural Caddo""]","[""CADDO""]","[""04""]",2022,15
053-08,053-08_010,12.527,16.247,3.721,9295,low,URBAN 4-LANE DIVIDED,24,24,"[""LA 1""]","[""Shreveport"",""Rural Caddo""]","[""CADDO""]","[""04""]",2022,61
053-09,053-09_010,0,0.005,0.005,9295,low,URBAN 4-LANE DIVIDED,24,24,"[""LA 1""]","[""Rural Caddo""]","[""CADDO""]","[""04""]",2023,0
053-09,053-09_010,0.005,0.015,0.01,9311,low,URBAN 4-LANE DIVIDED,24,24,"[""LA 1""]","[""Shreveport""]","[""CADDO""]","[""04""]",2022,0
053-09,053-09_010,0.015,0.245,0.23,9838,low,URBAN 4-LANE DIVIDED,24,24,"[""LA 1""]","[""Shreveport""]","[""CADDO""]","[""04""]",2022,10
053-09,053-09_010,0.245,3.28,3.034,16955,low,URBAN 4-LANE DIVIDED,24,24,"[""LA 1""]","[""Shreveport""]","[""CADDO""]","[""04""]",2022,604
053-09,053-09_010,3.28,3.815,0.534,24739,med,URBAN 4-LANE DIVIDED,24,24,"[""LA 1""]","[""Shreveport""]","[""CADDO""]","[""04""]",2022,185
053-09,053-09_010,3.815,4.238,0.423,24739,med,URBAN 4-LANE CONT TURN,39,39,"[""LA 1""]","[""Shreveport""]","[""CADDO""]","[""04""]",2022,109
053-09,053-09_010,4.238,5.853,1.615,20094,med,URBAN 4-LANE CONT TURN,39,39,"[""LA 1""]","[""Shreveport""]","[""CADDO""]","[""04""]",2022,214
053-09,053-09_010,5.853,5.86,0.008,20094,med,URBAN 4-LANE,22,22,"[""LA 1""]","[""Shreveport""]","[""CADDO""]","[""04""]",2022,8
053-09,053-09_010,5.86,8.771,2.911,15401,low,URBAN 4-LANE DIVIDED,24,24,"[""LA 1""]","[""Shreveport""]","[""CADDO""]","[""04""]",2022,343
053-09,053-09_010,8.771,8.778,0.007,5484,low,URBAN 2-LANE,20,20,"[""LA 1""]","[""Shreveport""]","[""CADDO""]","[""04""]",2022,17
053-09,053-09_010,8.778,9.067,0.288,5484,low,URBAN 4-LANE,22,22,"[""US 71""]","[""Shreveport""]","[""CADDO""]","[""04""]",2022,157
053-30,053-30_010,0,4.312,4.312,64,low,RURAL 2-LANE,19,19,"[""STATE RTE 495 ""]","[""Rural Natchitoches""]","[""NATCHITOCHES""]","[""08""]",2022,1
053-30,053-30_010,4.312,5.179,0.867,237,low,RURAL 2-LANE,19,19,"[""LA 491""]","[""Rural Natchitoches""]","[""NATCHITOCHES""]","[""08""]",2022,0
054-01,054-01_010,0,3.62,3.619,2746,low,RURAL 2-LANE,19,19,"[""LA 26""]","[""Oberlin"",""Rural Allen""]","[""ALLEN""]","[""07""]",2022,8
054-01,054-01_010,3.62,7.069,3.449,2068,low,RURAL 2-LANE,19,19,"[""LA 26""]","[""Rural Allen""]","[""ALLEN""]","[""07""]",2022,5
054-02,054-02_010,0,4.537,4.537,1088,low,RURAL 2-LANE,19,19,"[""LA 26""]","[""Rural Allen""]","[""ALLEN""]","[""07""]",2022,7
054-02,054-02_010,4.537,7,2.463,2580,low,RURAL 2-LANE,19,19,"[""LA 26""]","[""Rural Allen""]","[""ALLEN""]","[""07""]",2022,9
054-03,054-03_010,0,0.485,0.485,2626,low,RURAL 2-LANE,19,19,"[""LA 26""]","[""Rural Jefferson Davis""]","[""JEFFERSON DAVIS""]","[""07""]",2022,1
054-04,054-04_010,0,0.948,0.948,2672,low,RURAL 2-LANE,19,19,"[""LA 26""]","[""Rural Jefferson Davis""]","[""JEFFERSON DAVIS""]","[""07""]",2022,1
054-04,054-04_010,0.948,9.044,8.097,3281,low,RURAL 2-LANE,19,19,"[""LA 26""]","[""Rural Jefferson Davis""]","[""JEFFERSON DAVIS""]","[""07""]",2022,11
054-04,054-04_010,9.044,16.175,7.131,4117,low,RURAL 2-LANE,19,19,"[""LA 26""]","[""Rural Jefferson Davis""]","[""JEFFERSON DAVIS""]","[""07""]",2022,41
054-04,054-04_010,16.175,16.198,0.023,34039,high,URBAN 2-LANE DIVIDED,27,27,"[""LA 26""]","[""Rural Jefferson Davis""]","[""JEFFERSON DAVIS""]","[""07""]",2022,0
054-04,054-04_010,16.198,16.959,0.761,34039,med,URBAN 4-LANE DIVIDED,24,24,"[""LA 26""]","[""Jennings"",""Rural Jefferson Davis""]","[""JEFFERSON DAVIS""]","[""07""]",2022,83
054-04,054-04_010,16.959,17.562,0.603,34039,high,URBAN 4-LANE,22,22,"[""LA 26""]","[""Jennings""]","[""JEFFERSON DAVIS""]","[""07""]",2022,119
054-05,054-05_010,0,0.756,0.756,28117,med,URBAN 4-LANE,22,22,"[""LA 26""]","[""Jennings""]","[""JEFFERSON DAVIS""]","[""07""]",2022,62
054-05,054-05_010,0.756,2.169,1.413,28117,high,URBAN 2-LANE,20,20,"[""LA 26""]","[""Jennings""]","[""JEFFERSON DAVIS""]","[""07""]",2022,34
054-05,054-05_010,2.169,9.336,7.168,5535,med,RURAL 2-LANE,19,19,"[""LA 26""]","[""Rural Jefferson Davis"",""Jennings""]","[""JEFFERSON DAVIS""]","[""07""]",2022,54
054-05,054-05_010,9.336,10.533,1.197,5829,med,RURAL 2-LANE CONT TURN,36,36,"[""LA 26""]","[""Rural Jefferson Davis"",""Lake Arthur""]","[""JEFFERSON DAVIS""]","[""07""]",2022,12
054-05,054-05_010,10.533,11.337,0.804,5829,med,RURAL 2-LANE,19,19,"[""LA 14"",""LA 26""]","[""Lake Arthur""]","[""JEFFERSON DAVIS""]","[""07""]",2022,3
055-01,055-01_010,0,2.927,2.927,1717,low,RURAL 2-LANE,19,19,"[""LA 14""]","[""Lake Arthur"",""Rural Vermilion""]","[""JEFFERSON DAVIS"",""VERMILION""]","[""03"",""07""]",2022,5
055-02,055-02_010,0,2.598,2.598,1717,low,RURAL 2-LANE,19,19,"[""LA 14""]","[""Rural Cameron""]","[""CAMERON""]","[""07""]",2022,7
055-03,055-03_010,0,6.368,6.368,1717,low,RURAL 2-LANE,19,19,"[""LA 14""]","[""Gueydan"",""Rural Vermilion""]","[""VERMILION""]","[""03""]",2022,13
055-03,055-03_010,6.368,6.374,0.006,1717,low,RURAL 2-LANE DIVIDED,26,26,"[""LA 14""]","[""Gueydan""]","[""VERMILION""]","[""03""]",2022,0
055-04,055-04_010,0,0.819,0.819,3212,low,RURAL 4-LANE DIVIDED,23,23,"[""LA 14""]","[""Gueydan""]","[""VERMILION""]","[""03""]",2022,1
055-04,055-04_010,0.819,0.826,0.006,3212,low,RURAL 4-LANE,21,"21,32,34","[""LA 14""]","[""Gueydan""]","[""VERMILION""]","[""03""]",2022,0
055-04,055-04_010,0.826,13.351,12.525,3212,low,RURAL 2-LANE,19,19,"[""LA 14""]","[""Gueydan"",""Rural Vermilion""]","[""VERMILION""]","[""03""]",2022,48
055-04,055-04_010,13.351,13.356,0.005,3491,low,RURAL 2-LANE,19,19,"[""LA 14""]","[""Rural Vermilion""]","[""VERMILION""]","[""03""]",2022,0
055-05,055-05_010,0,1.522,1.521,3491,med,RURAL 2-LANE CONT TURN,36,36,"[""LA 14""]","[""Rural Vermilion"",""Kaplan""]","[""VERMILION""]","[""03""]",2022,25
055-05,055-05_010,1.522,2.441,0.92,7329,high,RURAL 2-LANE CONT TURN,36,36,"[""LA 14""]","[""Rural Vermilion"",""Kaplan""]","[""VERMILION""]","[""03""]",2022,32
055-05,055-05_010,2.441,5.225,2.783,7329,med,RURAL 2-LANE,19,19,"[""LA 14""]","[""Rural Vermilion"",""Kaplan""]","[""VERMILION""]","[""03""]",2022,36
055-05,055-05_010,5.225,9.358,4.133,10806,high,RURAL 2-LANE,19,19,"[""LA 14""]","[""Rural Vermilion""]","[""VERMILION""]","[""03""]",2022,55
055-05,055-05_010,9.358,9.397,0.039,10806,med,URBAN 2-LANE,20,20,"[""LA 14""]","[""Rural Vermilion""]","[""VERMILION""]","[""03""]",2022,2
055-05,055-05_010,9.397,10.655,1.258,2184,low,URBAN 2-LANE,20,20,"[""LA 14 BUS"",""LA 14""]","[""Rural Vermilion"",""Abbeville""]","[""VERMILION""]","[""03""]",2022,17
055-06,055-06_010,0,0.051,0.051,2184,low,URBAN 2-LANE,20,20,"[""LA 14 BUS""]","[""Abbeville""]","[""VERMILION""]","[""03""]",2022,2
055-06,055-06_010,0.051,0.459,0.409,8091,low,URBAN 2-LANE,20,20,"[""LA 14 BUS"",""HWY 82 ""]","[""Abbeville""]","[""VERMILION""]","[""03""]",2022,21
055-06,055-06_010,0.459,0.543,0.084,2899,low,URBAN 2-LANE,20,20,"[""LA 82""]","[""Abbeville""]","[""VERMILION""]","[""03""]",2022,5
055-06,055-06_010,0.543,0.546,0.002,2974,low,URBAN 2-LANE CONT TURN,37,37,"[""LA 14 BUS""]","[""Abbeville""]","[""VERMILION""]","[""03""]",2022,2
055-06,055-06_010,0.546,1.776,1.229,6393,med,URBAN 2-LANE CONT TURN,37,37,"[""LA 14 BUS""]","[""Abbeville""]","[""VERMILION""]","[""03""]",2022,25
055-06,055-06_010,1.776,1.785,0.009,6393,low,URBAN 2-LANE,20,20,"[""LA 14 BUS""]","[""Abbeville""]","[""VERMILION""]","[""03""]",2022,1
055-06,055-06_010,1.785,1.954,0.169,4950,low,URBAN 2-LANE,20,20,"[""LA 14 BUS""]","[""Abbeville""]","[""VERMILION""]","[""03""]",2022,7
055-06,055-06_010,1.954,2.551,0.597,4950,low,URBAN 4-LANE,22,22,"[""LA 14 BUS""]","[""Abbeville""]","[""VERMILION""]","[""03""]",2022,25
055-06,055-06_010,2.551,2.561,0.009,4950,low,URBAN 4-LANE,22,22,"[""LA 14 BUS""]","[""Abbeville""]","[""VERMILION""]","[""03""]",2023,4
055-06,055-06_010,2.561,4.765,2.203,12059,low,URBAN 4-LANE CONT TURN,39,39,"[""LA 14""]","[""Abbeville"",""Rural Vermilion""]","[""VERMILION""]","[""03""]",2022,98
055-06,055-06_010,4.765,5.34,0.575,12059,low,URBAN 4-LANE DIVIDED,24,24,"[""LA 14""]","[""Rural Vermilion""]","[""VERMILION""]","[""03""]",2022,6
055-06,055-06_010,5.34,5.383,0.042,12059,med,URBAN 2-LANE DIVIDED,27,27,"[""LA 14""]","[""Erath"",""Rural Vermilion""]","[""VERMILION""]","[""03""]",2022,0
055-06,055-06_010,5.383,7.829,2.448,12853,med,URBAN 2-LANE,20,20,"[""LA 14 BUS""]","[""Rural Vermilion"",""Erath""]","[""VERMILION""]","[""03""]",2022,8
055-06,055-06_010,7.829,8.922,1.092,13814,low,URBAN 4-LANE DIVIDED,24,24,"[""LA 14""]","[""Rural Vermilion"",""Erath"",""Delcambre""]","[""VERMILION""]","[""03""]",2022,10
055-06,055-06_010,8.922,9.047,0.126,13814,low,URBAN 4-LANE CONT TURN,39,39,"[""LA 14""]","[""Delcambre""]","[""VERMILION""]","[""03""]",2022,4
055-06,055-06_010,9.047,9.457,0.41,12347,low,URBAN 4-LANE CONT TURN,39,39,"[""LA 14""]","[""Delcambre""]","[""VERMILION""]","[""03""]",2022,5
055-07,055-07_010,0,0.524,0.524,12347,low,URBAN 4-LANE CONT TURN,39,39,"[""LA 14""]","[""Delcambre"",""Rural Iberia""]","[""IBERIA""]","[""03""]",2022,12
055-07,055-07_010,0.524,0.643,0.118,12347,low,URBAN 4-LANE,22,22,"[""LA 14""]","[""Rural Iberia""]","[""IBERIA""]","[""03""]",2022,1
055-07,055-07_010,0.643,8.609,7.966,12505,low,URBAN 4-LANE DIVIDED,24,24,"[""LA 14""]","[""New Iberia"",""Rural Iberia""]","[""IBERIA""]","[""03""]",2022,95
055-07,055-07_010,8.609,9.014,0.405,16689,low,URBAN 4-LANE DIVIDED,24,24,"[""LA 14""]","[""New Iberia""]","[""IBERIA""]","[""03""]",2022,27
055-07,055-07_010,9.014,9.083,0.069,16689,med,URBAN 4-LANE,22,22,"[""LA 14""]","[""New Iberia""]","[""IBERIA""]","[""03""]",2022,7
055-07,055-07_010,9.083,9.878,0.795,16689,med,URBAN 4-LANE CONT TURN,39,39,"[""LA 14""]","[""New Iberia"",""Rural Iberia""]","[""IBERIA""]","[""03""]",2022,45
